784.76 1133.5 0.20424 2.0352 34.474 358.88
786.27 1133.5 1.7163 2.0337 33.369 358.74
787.46 1133.5 2.9056 2.0458 33.214 357.69
788.65 1133.4 4.0912 2.0891 33.138 355.74
789.82 1133.3 5.2711 2.1625 33.012 354.84
791 1133.2 6.4459 2.2589 32.948 353.16
792.17 1133 7.6168 2.3905 32.94 351.7
793.33 1132.8 8.7848 2.5481 32.975 350.43
794.78 1132.6 10.242 2.7828 33.073 348.97
795.94 1132.3 11.408 2.9954 33.177 348.02
797.11 1132.1 12.575 3.2251 33.293 347.28
798.27 1131.8 13.745 3.4687 33.446 346.75
799.44 1131.5 14.917 3.7233 33.612 346.41
800.9 1131.2 16.388 4.0516 33.796 346.01
802.08 1130.9 17.57 4.3209 33.942 345.97
803.26 1130.6 18.756 4.5872 34.054 346.21
804.74 1130.2 20.247 4.9132 34.215 346.57
805.93 1130 21.446 5.1702 34.349 346.91
807.13 1129.7 22.651 5.419 34.457 347.33
808.65 1129.3 24.17 5.7174 34.8 348.03
809.87 1129.1 25.401 5.9468 35.113 348.52
811.42 1128.8 26.958 6.2183 35.508 349.38
812.36 1128.6 27.902 6.3716 35.737 349.81
813.95 1128.3 29.491 6.6155 36.136 350.2
815.23 1128.1 30.71 6.8043 36.434 350.73
816.52 1127.9 31.933 7.0065 36.746 351.33
817.83 1127.7 33.24 7.1965 37.02 351.92
819.15 1127.6 34.558 7.3748 37.277 352.59
820.48 1127.4 35.888 7.5418 37.582 352.99
821.82 1127.2 37.228 7.701 37.847 353.46
823.51 1127 38.92 7.8829 38.196 353.95
824.87 1126.9 40.285 8.0199 38.447 354.49
826.25 1126.8 41.66 8.147 38.712 354.94
827.63 1126.7 43.045 8.2621 38.935 355.47
829.03 1126.6 44.438 8.3662 39.149 355.9
830.78 1126.4 46.191 8.479 39.398 356.41
832.19 1126.4 47.603 8.5632 39.623 356.6
833.61 1126.3 49.022 8.6441 39.834 356.79
835.04 1126.2 50.45 8.7212 40.053 356.96
836.47 1126.1 51.885 8.7943 40.266 357.13
837.92 1126.1 53.329 8.8633 40.472 357.31
839.73 1126 55.145 8.9451 40.773 357.48
841.19 1125.9 56.606 9.0052 40.987 357.74
842.66 1125.9 58.075 9.0592 41.173 357.9
844.14 1125.8 59.552 9.1092 41.394 358.07
846 1125.7 61.433 9.1622 41.633 358.31
847.86 1125.7 63.3 9.21 41.893 358.31
849.36 1125.6 64.802 9.2488 42.083 358.33
851.25 1125.6 66.689 9.2975 42.302 358.33
853.15 1125.5 68.586 9.345 42.52 358.34
854.67 1125.5 70.11 9.3838 42.684 358.35
856.2 1125.5 71.641 9.4217 42.886 358.43
858.13 1125.4 73.564 9.4691 43.131 358.51
860.06 1125.3 75.497 9.5096 43.333 358.66
861.61 1125.3 77.049 9.5384 43.47 358.75
863.56 1125.3 78.997 9.5697 43.636 358.97
865.51 1125.2 80.952 9.5961 43.799 358.98
867.47 1125.2 82.914 9.6245 43.955 359.2
869.44 1125.2 84.882 9.6448 44.105 359.13
871.02 1125.2 86.462 9.6635 44.235 359.13
873 1125.1 88.442 9.6857 44.349 359.28
875.39 1125.1 90.797 9.7078 44.533 359.28
877.78 1125.1 93.191 9.7371 44.704 359.28
879.38 1125.1 94.791 9.7555 44.8 359.28
881.39 1125 96.797 9.779 44.895 359.28
883.4 1125 98.806 9.8034 44.984 359.29
885.01 1125 100.42 9.8219 45.155 359.36
887.03 1125 102.44 9.8393 45.385 359.44
888.66 1125 104.07 9.8538 45.562 359.58
890.7 1124.9 106.11 9.8662 45.657 359.73
893.56 1124.9 108.97 9.8744 45.629 359.93
896 1124.9 111.41 9.8776 45.602 359.79
898.45 1124.9 113.86 9.8849 45.533 359.86
900.89 1124.9 116.3 9.8901 45.438 359.86
902.92 1124.9 118.33 9.8976 45.397 359.72
904.95 1124.9 120.36 9.9089 45.432 359.58
906.98 1124.9 122.3 9.9412 45.536 359.44
908.61 1124.9 123.93 9.9732 45.626 359.36
910.24 1124.8 125.57 10.002 45.705 359.43
911.88 1124.8 127.2 10.038 45.77 359.23
913.52 1124.8 128.84 10.072 45.933 359.37
915.17 1124.8 130.49 10.101 46.198 359.52
916.83 1124.8 132.15 10.125 46.503 359.72
918.92 1124.8 134.24 10.15 46.871 0.066788
920.6 1124.8 135.92 10.16 47.077 0.26599
922.71 1124.8 138.03 10.165 47.269 0.40582
924.4 1124.8 139.72 10.163 47.359 0.67799
926.1 1124.8 141.42 10.154 47.388 0.95011
928.64 1124.9 143.96 10.118 47.44 1.4859
930.34 1124.9 145.66 10.085 47.46 1.824
