909.48 1128.7 124.83 6.1648 0 0
909.5 1128.6 124.85 6.201 4.5278 317.34
909.54 1128.6 124.9 6.2004 2.5828 1.1456
909.63 1128.6 124.98 6.2002 3.5225 0
909.74 1128.6 125.09 6.2011 4.2188 0
909.91 1128.6 125.26 6.2026 5.1541 0
910.06 1128.6 125.41 6.2039 5.8777 0
910.63 1128.6 125.99 6.2008 8.145 0.80482
912.35 1128.7 127.71 6.2018 13.073 0.26644
912.72 1128.7 128.07 6.2029 14.015 0.22099
913.39 1128.7 128.74 6.2047 15.339 0
913.95 1128.7 129.31 6.2106 16.268 0
914.71 1128.7 130.07 6.2171 17.415 0
915.69 1128.7 131.04 6.2275 18.753 359.67
916.92 1128.7 132.27 6.2432 20.289 0.15355
918.05 1128.7 133.4 6.2519 21.593 0
918.84 1128.7 134.19 6.2588 22.384 0
919.86 1128.7 135.22 6.2676 23.326 0
921.15 1128.7 136.5 6.2788 24.446 0
922.04 1128.7 137.39 6.2855 25.204 0.13931
923.66 1128.7 139.02 6.2874 26.483 0.72173
925.37 1128.7 140.72 6.2812 27.725 0.69019
926.63 1128.7 141.98 6.272 28.511 0.8906
928.18 1128.7 143.54 6.2566 29.332 1.1987
929.24 1128.8 144.6 6.2397 29.852 1.5969
930.32 1128.8 145.68 6.219 30.33 1.6873
932.25 1128.9 147.61 6.1687 31.181 2.357
933.66 1128.9 149.01 6.1169 31.782 2.9288
935.09 1129 150.45 6.0522 32.326 3.1702
937.14 1129.1 151.89 6.1323 33.048 3.4917
938.63 1129.2 153.38 6.1998 33.586 3.8221
940.44 1129.3 155.2 6.2701 34.168 4.2258
942.6 1129.5 157.36 6.3348 34.824 4.8784
944.48 1129.7 159.24 6.3762 35.409 5.1661
946.38 1129.9 161.16 6.4057 35.919 5.628
947.67 1130 162.45 6.4173 36.249 5.7485
948.97 1130.1 163.76 6.4243 36.619 6.0558
950.28 1130.3 165.07 6.4248 36.98 6.4312
952.6 1130.5 167.41 6.4138 37.527 6.7598
958.69 1131.3 173.55 6.2988 38.698 7.9824
960.06 1131.5 174.94 6.2536 38.993 8.324
961.45 1131.7 176.34 6.1985 39.239 8.6897
963.19 1132 178.09 6.1214 39.464 8.8107
964.59 1132.2 179.51 6.0548 39.659 9.0046
965.99 1132.4 180.49 6.0079 39.875 9.3605
968.11 1132.8 182.38 6.1295 40.232 9.8489
970.61 1133.2 184.91 6.2565 40.64 10.467
972.4 1133.6 186.73 6.3352 40.901 10.565
973.84 1133.8 188.2 6.3928 41.13 10.899
976.02 1134.3 190.41 6.4627 41.504 11.353
977.84 1134.6 192.27 6.5091 41.744 11.603
979.67 1135 194.14 6.5456 41.932 12.091
982.25 1135.6 196.78 6.5725 42.205 12.624
983.72 1135.9 198.29 6.5745 42.44 13.026
985.58 1136.4 200.2 6.5618 42.801 13.686
